Name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,,
Lagos,07/04/2015,28.1,27.8,27.9,33.1,32.3,32.7,25.3,85.8,1.4,100,58.33,rain,0.0,0.0,29.2,16.6,218.3,1010.4,81.6,,107.4,9.2,4.0,,07/04/2015 06:42,07/04/2015 18:55,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,,,
Lagos,08/04/2015,32.2,27,29.3,40.6,31.2,35.3,25.5,80.2,0.5,100,20.83,rain,0.0,0.0,27.7,18,202.7,1010.1,70.2,9.7,85.9,7.4,3.0,,08/04/2015 06:41,08/04/2015 18:55,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,09/04/2015,32,23,28.7,39.2,23,33.8,25.1,81.5,1.1,100,29.17,rain,0.0,0.0,31.0,25.6,216.7,1010.2,58.8,9.8,111.9,9.6,4.0,,09/04/2015 06:41,09/04/2015 18:54,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,,,
Lagos,10/04/2015,32,26.9,28.1,39.2,29.9,33.1,25.5,85.8,0.5,100,20.83,rain,0.0,0.0,29.5,17.3,206,1010.2,71.1,9.6,85.1,7.3,3.0,,10/04/2015 06:40,10/04/2015 18:54,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,,,
Lagos,11/04/2015,32,25.8,28.4,39.2,25.8,32.8,25,82.1,1.9,100,54.17,rain,0.0,0.0,27.0,16.6,195.2,1010.7,75.8,9.7,112.2,9.5,4.0,,11/04/2015 06:40,11/04/2015 18:54,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,12/04/2015,32,25,28.7,39.2,25,33.7,25.1,81.4,2.1,100,41.67,rain,0.0,0.0,26.6,16.6,207.8,1011.9,63,10,113.5,10.0,4.0,,12/04/2015 06:40,12/04/2015 18:54,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,,,
Lagos,13/04/2015,33,25,29,42.1,25,34.2,25.4,82,0,0,0,,0.0,0.0,37.1,14.8,196,1011.9,45.6,9.1,139.1,12.0,6.0,,13/04/2015 06:39,13/04/2015 18:54,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,14/04/2015,33,25.9,29.4,42.3,25.9,35.6,25.9,82.3,0,0,0,,0.0,0.0,30.6,18.4,222.6,1010.5,51.8,7.5,127.6,10.8,5.0,,14/04/2015 06:39,14/04/2015 18:54,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,15/04/2015,34,26.1,28.9,42,26.1,34.9,25.9,84.5,2,100,4.17,rain,0.0,0.0,31.3,24.1,231.5,1010,54.2,6.6,182.2,15.8,7.0,,15/04/2015 06:38,15/04/2015 18:54,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,,
Lagos,16/04/2015,33,26,28.9,40.6,26,34.3,25.6,83,0.1,100,4.17,rain,0.0,0.0,31.7,21.2,219.3,1011,55.5,5.2,165.4,14.2,6.0,,16/04/2015 06:38,16/04/2015 18:54,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,,
Lagos,17/04/2015,34,26.1,29.2,43.5,26.1,35.4,26,83.7,0,0,0,,0.0,0.0,31.0,14.8,199.2,1011.2,47.9,5.3,220.4,19.0,8.0,,17/04/2015 06:37,17/04/2015 18:54,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,18/04/2015,32.9,26.8,28.6,39.9,30.6,34.2,25.7,84.9,0,0,0,,0.0,0.0,28.4,18.4,206.6,1010.9,55.7,5.8,201.4,17.6,7.0,,18/04/2015 06:37,18/04/2015 18:54,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,19/04/2015,28.7,28.2,28.5,34.8,33.5,34.2,25.6,84.5,0,0,0,,0.0,0.0,31.0,18.7,212.5,1010,76.3,,125.5,10.8,4.0,,19/04/2015 06:37,19/04/2015 18:54,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,20/04/2015,34,26,29.1,43.5,26,35.2,25.7,82.4,0,0,0,,0.0,0.0,32.0,20.5,207.5,1010.1,55.3,6.8,140.7,12.3,5.0,,20/04/2015 06:36,20/04/2015 18:54,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,21/04/2015,34,27,29.4,43.5,27.9,35.5,25.1,78.6,2.7,100,50,rain,0.0,0.0,32.4,22,201.1,1010,54.9,8.2,138.2,12.0,5.0,,21/04/2015 06:36,21/04/2015 18:54,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,,,
Lagos,22/04/2015,34.1,27,29.9,44.2,31.2,36.5,25.7,79.2,0.3,100,4.17,rain,0.0,0.0,30.6,14.8,200.4,1010.2,50.4,9.4,138.0,11.8,5.0,,22/04/2015 06:36,22/04/2015 18:54,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,,,
Lagos,23/04/2015,33,23,28.6,42.3,23,33.9,25.2,83.1,5,100,4.17,rain,0.0,0.0,35.6,23,212.5,1010.4,59,9,111.3,9.7,4.0,,23/04/2015 06:35,23/04/2015 18:54,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,,
Lagos,24/04/2015,34,21.9,27.7,44.8,21.9,31.6,24.7,85,41,100,4.17,rain,0.0,0.0,74.2,27.6,213.5,1010.8,56.7,8.4,123.8,10.7,5.0,,24/04/2015 06:35,24/04/2015 18:54,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,,
Lagos,25/04/2015,33,23,27.7,40.6,23,31.9,24.7,84.8,0.6,100,8.33,rain,0.0,0.0,30.2,27.7,213.3,1011.6,46.7,8.5,144.8,12.4,6.0,,25/04/2015 06:34,25/04/2015 18:54,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,,,
Lagos,26/04/2015,31,26,28,36.7,26,32.2,25.1,84.8,0,0,0,,0.0,0.0,29.2,24.1,147.6,1011.7,51.1,9.4,127.7,11.1,4.0,,26/04/2015 06:34,26/04/2015 18:54,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,27/04/2015,32.2,24.9,28.2,39.9,24.9,32.4,24.7,81.8,0.3,100,12.5,rain,0.0,0.0,24.8,14.4,197.7,1010.6,56.2,8.9,210.9,18.2,7.0,,27/04/2015 06:34,27/04/2015 18:54,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,,,
Lagos,28/04/2015,34,23,29.4,43.5,23,34.5,25.1,78.8,0,0,0,,0.0,0.0,34.6,51.8,190.3,1010.4,59.9,9.2,124.4,10.7,4.0,,28/04/2015 06:34,28/04/2015 18:54,0.31,Partially cloudy,Partly cloudy throughout the day.,wind,,,
Lagos,29/04/2015,32.3,23.8,28.1,40.6,23.8,32.4,24.9,83.7,3,100,4.17,rain,0.0,0.0,29.2,24.1,214.7,1010.3,56.1,8.7,134.3,11.6,5.0,,29/04/2015 06:33,29/04/2015 18:54,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,,
Lagos,30/04/2015,34,25.9,29.3,43.5,25.9,34.6,25.6,81.6,0,0,0,,0.0,0.0,32.8,21.3,198.3,1009.4,57.6,10.2,118.2,10.2,4.0,,30/04/2015 06:33,30/04/2015 18:54,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,01/05/2015,33,27,29.5,40.6,31.2,35.5,25.5,80,0,0,0,,0.0,0.0,35.3,29.5,211.9,1008.9,59.7,10,112.8,9.8,4.0,,01/05/2015 06:33,01/05/2015 18:54,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,02/05/2015,34,26.8,29.7,40.6,30.2,35,25,77.6,0,0,0,,0.0,0.0,32.0,18.4,193.7,1008.9,48.5,9.4,120.0,10.3,4.0,,02/05/2015 06:32,02/05/2015 18:54,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,03/05/2015,33,26.8,29.7,41,30.5,36.1,25.7,80,4.4,100,20.83,rain,0.0,0.0,36.0,21.2,197.4,1009.7,56.7,9.3,108.3,9.4,4.0,,03/05/2015 06:32,03/05/2015 18:54,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,04/05/2015,33,25.8,29.1,42.1,25.8,34.3,25.4,81.1,6,100,4.17,rain,0.0,0.0,29.5,22.3,202.5,1009.3,50.6,9.6,112.2,9.7,4.0,,04/05/2015 06:32,04/05/2015 18:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,,
Lagos,05/05/2015,31.3,22.9,25.4,38.2,22.9,27.4,23.6,90.7,93,100,12.5,rain,0.0,0.0,44.6,24.1,295.4,1011.4,58.6,7.6,123.3,10.6,4.0,,05/05/2015 06:32,05/05/2015 18:54,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,06/05/2015,32,22.8,26.9,39.3,22.8,30.2,24.2,86.1,0,0,0,,0.0,0.0,24.8,11.2,235.2,1011.2,40.5,8.6,127.6,11.0,4.0,,06/05/2015 06:31,06/05/2015 18:54,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,07/05/2015,34,25,29,42,25,33.7,25.3,81.8,0.1,100,4.17,rain,0.0,0.0,34.6,20.9,216.1,1010.6,48.2,9,176.6,15.2,7.0,,07/05/2015 06:31,07/05/2015 18:54,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,,,
Lagos,08/05/2015,34,26,29.6,43.5,26,35.9,25.9,81.4,0,0,0,,0.0,0.0,35.3,22.2,203.5,1011.8,53.1,9.3,118.9,10.2,4.0,,08/05/2015 06:31,08/05/2015 18:54,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,09/05/2015,32,26,28.8,40.6,26,34.2,25.8,84.3,10,100,4.17,rain,0.0,0.0,32.8,18.6,219.8,1011.6,48.1,9.7,169.0,14.7,6.0,,09/05/2015 06:31,09/05/2015 18:54,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,,
Lagos,10/05/2015,32,25.8,28.8,42.3,25.8,34.4,25.8,84.3,0.1,100,4.17,rain,0.0,0.0,29.9,19.1,228.4,1011.1,62,9.4,114.7,9.8,4.0,,10/05/2015 06:31,10/05/2015 18:54,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,,
Lagos,11/05/2015,33,24.7,28.9,40.6,24.7,34.1,25.3,81.9,1.5,100,37.5,rain,0.0,0.0,29.2,18.4,230,1010.9,63.2,9.3,124.6,10.7,4.0,,11/05/2015 06:30,11/05/2015 18:54,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,12/05/2015,33,25.9,28.5,40.6,25.9,32.7,25,82.3,1.3,100,20.83,rain,0.0,0.0,31.0,16.2,201.7,1011.1,53.5,8.5,110.2,9.5,4.0,,12/05/2015 06:30,12/05/2015 18:54,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,13/05/2015,34,23,29,43.5,23,34.4,25.4,82.3,0.1,100,4.17,rain,0.0,0.0,21.6,18.4,212,1010.3,53.4,9.3,126.2,10.8,4.0,,13/05/2015 06:30,13/05/2015 18:54,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,,
Lagos,14/05/2015,29.1,24,26.5,35.4,24,28.8,24.3,87.9,0.1,100,4.17,rain,0.0,0.0,21.2,18.4,109.4,1010,39.3,9.2,118.5,10.2,4.0,,14/05/2015 06:30,14/05/2015 18:55,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,,
Lagos,15/05/2015,33,24.9,28.7,40.6,24.9,32.6,24.5,79.2,0.1,100,4.17,rain,0.0,0.0,20.5,16.8,186.4,1010.6,45.7,9.2,134.1,11.6,4.0,,15/05/2015 06:30,15/05/2015 18:55,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,,
Lagos,16/05/2015,34.5,24.8,28.2,42.9,24.8,31.9,24.6,81.4,0.1,100,4.17,rain,0.0,0.0,25.2,16.6,197.7,1010.9,42.6,9,107.3,9.3,4.0,,16/05/2015 06:30,16/05/2015 18:55,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,,
Lagos,17/05/2015,33,26,28.4,43.8,26,32.7,25.6,85.7,0,0,0,,0.0,0.0,25.9,16.6,203.4,1011,53.9,7.4,113.6,9.8,4.0,,17/05/2015 06:30,17/05/2015 18:55,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,18/05/2015,33,25.8,28.5,42.1,25.8,33.1,25.5,84.4,0,0,0,,0.0,0.0,27.4,20.3,203.8,1010.7,55,9.3,106.1,9.2,4.0,,18/05/2015 06:30,18/05/2015 18:55,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,19/05/2015,34,26,29.4,42,26,34.4,24.9,77.9,0,0,0,,0.0,0.0,32.0,25.9,218.8,1011,52.3,9.6,191.9,16.5,7.0,,19/05/2015 06:30,19/05/2015 18:55,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,20/05/2015,30.8,26,27.9,38.8,26,32.6,25.7,88.3,0,0,0,,0.0,0.0,24.5,18.4,236.7,1011.1,50.6,7.6,112.2,9.7,4.0,,20/05/2015 06:30,20/05/2015 18:55,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,21/05/2015,34,25,29.1,42.1,25,33.9,25.2,80.7,0.2,100,8.33,rain,0.0,0.0,29.9,15.8,195.9,1012,46.5,9.2,164.0,14.2,6.0,,21/05/2015 06:29,21/05/2015 18:56,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,22/05/2015,34,26,29.5,44.5,26,36.3,26.1,82.7,0,0,0,,0.0,0.0,28.8,24.1,226.5,1011.7,48,9.6,101.4,8.9,4.0,,22/05/2015 06:29,22/05/2015 18:56,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,23/05/2015,28.2,23,25.6,34,23,27.5,24.3,92.9,42,100,8.33,rain,0.0,0.0,29.2,18.4,214.2,1012,49.1,9.2,103.8,8.9,3.0,,23/05/2015 06:29,23/05/2015 18:56,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,24/05/2015,32.1,23,27.2,39.3,23,30.6,24.3,85.2,0,0,0,,0.0,0.0,33.5,29.2,233.8,1012.5,53,9.4,122.1,10.6,4.0,,24/05/2015 06:29,24/05/2015 18:56,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,25/05/2015,32,25,28.3,39.2,25,31.8,24.5,80.7,0,0,0,,0.0,0.0,29.5,176,191.2,1011.4,57,9.4,236.0,20.4,8.0,,25/05/2015 06:29,25/05/2015 18:56,0.25,Partially cloudy,Partly cloudy throughout the day.,wind,,,
Lagos,26/05/2015,32.1,25.9,28.8,40.6,25.9,33.4,25.2,81.8,0,0,0,,0.0,0.0,32.4,18.4,201.4,1010.4,61.5,10,131.0,11.4,4.0,,26/05/2015 06:29,26/05/2015 18:57,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,27/05/2015,32,25.9,27.7,41.9,25.9,32.3,25.6,88.5,2.4,100,58.33,rain,0.0,0.0,32.8,23.8,205.4,1011,76.3,9.5,89.3,7.8,3.0,,27/05/2015 06:29,27/05/2015 18:57,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,28/05/2015,32,25.8,27.9,42.3,25.8,32.1,25.4,86.8,13,100,8.33,rain,0.0,0.0,33.5,21.6,214.3,1010.2,61.1,8.7,87.0,7.7,3.0,,28/05/2015 06:29,28/05/2015 18:57,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,,,
Lagos,29/05/2015,32,22.8,26.9,39,22.8,29.4,24.1,85.4,25,100,4.17,rain,0.0,0.0,25.2,40.7,155.3,1010,52.2,8.7,87.3,7.4,3.0,,29/05/2015 06:29,29/05/2015 18:57,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,,
Lagos,30/05/2015,32,24.9,28,39.2,24.9,31.6,24.5,81.9,0.6,100,25,rain,0.0,0.0,35.6,22.3,212.9,1010.6,64.5,9.4,119.9,10.3,4.0,,30/05/2015 06:30,30/05/2015 18:57,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,31/05/2015,31,24.6,27.8,36.5,24.6,31.6,24.8,84.4,2,100,4.17,rain,0.0,0.0,25.2,22.7,180.8,1011.1,60.7,9.8,71.7,6.3,2.0,,31/05/2015 06:30,31/05/2015 18:58,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,,
Lagos,01/06/2015,30,25.7,27.6,37.4,25.7,31,25.1,86.3,0,0,0,,0.0,0.0,32.8,18.9,206.7,1010.5,50,9.7,103.8,9.0,4.0,,01/06/2015 06:30,01/06/2015 18:58,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,02/06/2015,28.1,21,25.8,32.9,21,26.9,24.5,92.8,30,100,8.33,rain,0.0,0.0,88.9,25.2,204,1010.5,63.1,7.4,119.6,10.4,4.0,,02/06/2015 06:30,02/06/2015 18:58,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,,,
Lagos,03/06/2015,29,24,26.2,34.5,24,28.3,24.6,91.2,1,100,4.17,rain,0.0,0.0,22.3,20.2,238.1,1011.9,71.4,6.7,122.2,10.5,4.0,,03/06/2015 06:30,03/06/2015 18:58,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,,
Lagos,04/06/2015,30,25,27.1,36.2,25,30.1,24.9,88,1.4,100,29.17,rain,0.0,0.0,32.0,20.5,225.9,1012.1,66,9.2,107.2,9.3,4.0,,04/06/2015 06:30,04/06/2015 18:59,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,05/06/2015,27.5,22,24.7,31.6,22,25,23.6,93.6,5,100,4.17,rain,0.0,0.0,38.5,51.8,322.9,1010.9,55.7,7.7,114.6,10.0,4.0,,05/06/2015 06:30,05/06/2015 18:59,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,,,
Lagos,06/06/2015,31,23,26.5,37.5,23,28.9,23.9,86.1,1,100,12.5,rain,0.0,0.0,33.1,23.8,214.6,1011.4,58,8.8,90.4,7.7,3.0,,06/06/2015 06:30,06/06/2015 18:59,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,07/06/2015,28.1,24.1,26.5,32.7,24.1,28.6,24.4,88.3,1.8,100,37.5,rain,0.0,0.0,31.0,22.3,218.4,1011.4,69.5,8.9,99.0,8.5,3.0,,07/06/2015 06:30,07/06/2015 18:59,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,08/06/2015,30.2,25,26.9,36.2,25,28.9,24.3,86.5,0.4,100,8.33,rain,0.0,0.0,23.4,19.1,196.1,1011.6,66.6,9,106.4,9.3,4.0,,08/06/2015 06:30,08/06/2015 19:00,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,09/06/2015,27.4,24,25.9,31.2,24,27.2,24.7,93.1,17,100,4.17,rain,0.0,0.0,22.3,19.1,223.2,1011.7,61.8,8.5,129.3,11.2,4.0,,09/06/2015 06:31,09/06/2015 19:00,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,,
Lagos,10/06/2015,30,23,26.2,37.4,23,28.3,24.3,90,31,100,4.17,rain,0.0,0.0,27.4,20.5,233.1,1012.1,60.8,8.7,125.8,10.9,4.0,,10/06/2015 06:31,10/06/2015 19:00,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,,
Lagos,11/06/2015,32,24,27.3,39.2,24,30.2,24.7,86.3,7,100,4.17,rain,0.0,0.0,32.4,17.6,228.4,1012.3,57.3,9.6,125.0,10.8,4.0,,11/06/2015 06:31,11/06/2015 19:00,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,,
Lagos,12/06/2015,30,24.9,26.7,35.1,24.9,28.7,24.1,85.9,0.4,100,8.33,rain,0.0,0.0,29.5,22.3,177.9,1012.2,52,9,133.0,11.4,5.0,,12/06/2015 06:31,12/06/2015 19:01,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,,,
Lagos,13/06/2015,31,24,27.3,36.6,24,29.8,24,83,0,0,0,,0.0,0.0,34.9,25.4,179.5,1012,57.3,8.9,107.6,9.3,4.0,,13/06/2015 06:31,13/06/2015 19:01,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,14/06/2015,26,24,25,26,24,25,24.4,96.5,32,100,4.17,rain,0.0,0.0,23.4,14.8,186.9,1012,53,8.2,157.9,13.7,5.0,,14/06/2015 06:31,14/06/2015 19:01,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,,
Lagos,15/06/2015,31,23.8,26.4,37.7,23.8,28.3,24,87.5,0,0,0,,0.0,0.0,37.1,18.7,244.1,1012.5,55.8,7.8,215.7,18.6,7.0,,15/06/2015 06:32,15/06/2015 19:01,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,16/06/2015,30,25,26.9,35.1,25,28.8,24.1,85.3,0,0,0,,0.0,0.0,35.3,25.9,255.1,1012,59.8,9.5,228.0,19.8,8.0,,16/06/2015 06:32,16/06/2015 19:01,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,17/06/2015,31.7,24,27.5,38.8,24,30.8,24.5,84.7,0,0,0,,0.0,0.0,34.6,22.3,233.5,1010.9,54.8,9.3,153.9,13.3,5.0,,17/06/2015 06:32,17/06/2015 19:02,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,18/06/2015,30,25,26.9,36.2,25,29.4,24.6,87.7,0.1,100,4.17,rain,0.0,0.0,33.5,25.2,232.6,1010.6,55.6,9.2,137.9,11.9,5.0,,18/06/2015 06:32,18/06/2015 19:02,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,,,
Lagos,19/06/2015,31,24.1,27.6,37.7,24.1,30.5,24.3,82.8,0.5,100,20.83,rain,0.0,0.0,33.1,23.8,227.6,1011.8,64,9.8,176.6,15.2,6.0,,19/06/2015 06:32,19/06/2015 19:02,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,,,
Lagos,20/06/2015,27,22,24.7,30.6,22,25.4,23.6,93.8,1.6,100,16.67,rain,0.0,0.0,37.4,24.8,260.1,1012.7,61.6,7.3,153.6,13.2,6.0,,20/06/2015 06:33,20/06/2015 19:02,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,21/06/2015,26.4,21.1,24,26.4,21.1,24,22.8,93.4,77,100,8.33,rain,0.0,0.0,30.6,24.1,206.6,1014.1,54.5,6.4,183.2,15.8,6.0,,21/06/2015 06:33,21/06/2015 19:03,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,,,
Lagos,22/06/2015,28,22.9,24.9,31.9,22.9,25.5,23.7,93.2,14,100,4.17,rain,0.0,0.0,46.4,19.4,229.6,1014.6,59,8.2,196.8,17.0,7.0,,22/06/2015 06:33,22/06/2015 19:03,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,,
Lagos,23/06/2015,29.7,24,26.4,34,24,28,23.8,86.1,0.4,100,8.33,rain,0.0,0.0,41.4,20.5,224.6,1014.4,56.3,9,185.8,16.2,6.0,,23/06/2015 06:33,23/06/2015 19:03,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,,,
Lagos,24/06/2015,31,24,26.8,36.6,24,28.8,23.8,83.9,0.1,100,4.17,rain,0.0,0.0,36.0,22.3,228.9,1014.6,57.6,9.3,248.6,21.3,8.0,,24/06/2015 06:33,24/06/2015 19:03,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,,
Lagos,25/06/2015,30,25,26.6,35.1,25,28.4,23.8,84.8,0.3,100,8.33,rain,0.0,0.0,36.7,25.2,225.1,1015.6,52.7,9,219.7,18.9,7.0,,25/06/2015 06:34,25/06/2015 19:03,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,26/06/2015,29,25,26.9,34.4,25,28.6,24.2,85.3,0.5,100,16.67,rain,0.0,0.0,33.5,29.5,237.8,1014.8,64.1,8.4,220.3,19.1,7.0,,26/06/2015 06:34,26/06/2015 19:04,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,27/06/2015,31,24.8,27.1,36.5,24.8,28.8,24,84.1,0.8,100,8.33,rain,0.0,0.0,29.2,20.5,230.7,1013.4,63.8,9.2,200.2,17.2,7.0,,27/06/2015 06:34,27/06/2015 19:04,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
Lagos,28/06/2015,26.4,24.4,25.8,26.4,24.4,25.8,24.1,90.7,9,100,8.33,rain,0.0,0.0,27.0,25.9,224.5,1014.2,74.5,9.4,157.2,13.7,5.0,,28/06/2015 06:34,28/06/2015 19:04,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,,,
Lagos,29/06/2015,30.1,24,25.9,35.4,24,26.6,23.8,88.8,78,100,4.17,rain,0.0,0.0,29.9,25.2,223.2,1014.2,51.4,8.1,207.5,17.8,6.0,,29/06/2015 06:35,29/06/2015 19:04,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,,,
Lagos,30/06/2015,28.9,24,26.1,33.5,24,27.2,24,88.8,2,100,4.17,rain,0.0,0.0,48.2,31.7,238.6,1013.3,62.3,9,217.7,18.7,7.0,,30/06/2015 06:35,30/06/2015 19:04,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,,,
Lagos,01/07/2015,31,24,26.7,36.5,24,28.7,24,86.2,0,0,0,,0.0,0.0,36.0,18.7,234.2,1012.5,44.9,8.7,260.8,22.4,9.0,,01/07/2015 06:35,01/07/2015 19:04,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,,,
Lagos,02/07/2015,28,23,25.3,31.9,23,25.7,23.8,91.9,17,100,8.33,rain,0.0,0.0,46.4,26.6,245.7,1012.1,65.6,8,169.2,14.7,5.0,,02/07/2015 06:35,02/07/2015 19:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,,,
